0,0,0,0.3263499999999999,0.7408,0.61615,0.56665,0,0.43299999999999994,0.5567500000000001,0.23995,0.6778,0,0,0.7426,0.17154999999999998,0.79255,0.3214,0,0,0.64585,0.8119000000000001,0,0,0.6166,0.8411500000000001,0,0.6305499999999999,0.5662,0.2799999999999999,0,0.7988500000000001,0,0.71875,0.39115,0.5356,0,0.92575,0.49375,0.44199999999999995,0.74665,0.86095,0,0.5293,0.6832,0,0.23724999999999996,0.63595,0,0.7624,0.33130000000000004,0.57745,0.24580000000000002,0.33130000000000004,0.15264999999999995,0.7651,0.4140999999999999,0.33309999999999995,0.8416,0.62875,0,0.77905,0.87265,0.93925,0.6751,0.52795,0,0.59815,0.38215,0.55135,0.721,0.77905,0.17695000000000005,0.7048,0.13464999999999994,0.6832,0.27279999999999993,0.8271999999999999,0.81775,0.5324500000000001
0.76465,0.9658,0,0.6350499999999999,0,0.631,0.865,0.39564999999999995,0,0.2871999999999999,0.6292,0.65935,0.69085,0.5383,0,0.8119000000000001,0.1328499999999999,0.9838,0.8335,0.52705,0,0,0.6868000000000001,0.42175000000000007,0.8317,0.5423500000000001,0.41725,0.74845,0.91045,0.85285,0.90865,0.9109,0,0,0.7741,0.50905,0,0,0.6629499999999999,0.51895,0.87355,0.11980000000000002,0,0.87715,0.15264999999999995,0,0.7115499999999999,0.80065,0.86545,0.8542,0.9055,0.7678,0.85375,0.96895,0.93205,0.8461,0.96445,0.9478,0.9410499999999999,0.90955,0.94375,0.98245,0.964,0.9496,0.95185,0.91855,0.9316,0.98245,0.95095,0.9415,0,0.8749,0.8983,0.8168500000000001,0.9262,0.96355,0.92755,0.5932,0.9424,0.7813
0.5882499999999999,0.7408,0.39339999999999997,0.24805,0.22419999999999995,0,0.5284,0.40735,0.6427,0.9235,0.6840999999999999,0.88615,0.92395,0.8245,0.8875,0.95275,0.4424499999999999,0.95995,0.95635,0.9802,0.9077500000000001,0.9478,0.88165,0.94825,0.9343,0.9581500000000001,0.98245,0.901,0.99055,0.9279999999999999,0.8263,0.98245,0.98065,0.919,0.90505,0.54505,0.9694,0.95185,0.946,0.8452,0.97975,0.90595,0.9208000000000001,0.97075,0.80245,0.9397,0.95995,0.9811,0.96985,0.98065,0.9739,0.6886,0.98695,0.98695,0.98875,0.9388,0.9667,0.95455,0.9469,0.9595,0.8677,0.9676,0.98065,0.94555,0.98875,0.95995,0.9721,0.9676,0.93925,0.9577,0.9739,0.9581500000000001,0.97975,0.9595,0.9847,0.98965,0.99055,0.9874,0.9163,0.97435
0.24805,0,0.685,0,0,0.29664999999999997,0.2336499999999999,0,0.3115,0,0.7363,0,0,0,0,0.24264999999999992,0.3691,0,0.93025,0,0.7732,0,0.5023,0,0.29035,0,0.26560000000000006,0.6715,0,0.77275,0,0.7336,0.7903,0.7759,0.6049,0,0,0.7462,0,0.97075,0.31105000000000005,0.1594,0,0.11439999999999995,0.8514999999999999,0.7984,0,0.4645,0,0.2197,0.3335499999999999,0,0.27279999999999993,0.6899500000000001,0,0,0.3358,0,0,0.81955,0.1261,0,0,0.17874999999999996,0,0,0.73315,0.2683,0,0.55495,0.53335,0.5158,0.6206499999999999,0.9235,0.8542,0.6067,0.19540000000000002,0.85105,0.47124999999999995,0.2863
0.9568,0.9793,0,0.96355,0.73765,0.99595,0.9802,0.8803,0.99505,0.9991,0.9109,0,0.45414999999999994,0.9991,0.9631,0.99685,0.91225,0.9982,0.9883,0.9991,0.9991,0.9964,0.9703,0.9991,0.29574999999999996,0.9991,0.9766,0.95005,0.9541,0.9991,0.9982,0.9937,0.9973,0.9946,0.8056,0.83305,0.9757,0.9991,0.9982,0.9874,0.98875,0.9991,0.9991,0.9982,0.9991,0.99325,0.9991,0.9991,0.9982,0.9946,0.9991,0.4861,0.9757,0.9946,0.9343,0.98425,0.9991,0.99685,0.9991,0,0.98155,0.9991,0.99055,0.99415,0.94555,0.97435,0.9982,0.9874,0.9991,0.9982,0.9973,0.9919,0.9982,0.9955,0.9946,0.6967,0.9991,0.9973,0.9991,0.9991
0.5869,0.8578,0,0.24534999999999996,0.31195000000000006,0,0.7534,0.6399999999999999,0.39339999999999997,0,0.80155,0,0.7714,0.6737500000000001,0.82585,0.6368499999999999,0.13419999999999999,0,0.6093999999999999,0.5023,0.27595000000000003,0,0,0.7804,0.22870000000000001,0,0.18279999999999996,0.17335,0.7192000000000001,0,0.6913,0,0,0.2246499999999999,0.59095,0.50815,0.4123,0.88885,0.73585,0.6526,0.49015,0,0,0,0.28179999999999994,0.25660000000000005,0.865,0.17874999999999996,0,0.79345,0.66025,0.92935,0.7898499999999999,0.604,0,0.8775999999999999,0.9145,0.60985,0.7849,0.78175,0.8299,0.6206499999999999,0.95365,0.9343,0.6931,0.70255,0.8578,0.6184000000000001,0.84925,0.6805,0.2764,0.6796,0.87625,0.93295,0.9433,0.84295,0.7957,0.7115499999999999,0.7975,0.8686
0,0.9955,0.85825,0.9676,0,0.99775,0.9901,0,0.95545,0.99145,0.99865,0.9649,0.86725,0.99235,0.99775,0.99865,0.99055,0.99865,0.99775,0.99595,0.9955,0.97795,0.98515,0.99865,0.9883,0,0.9883,0.6112,0.9928,0.97615,0.99865,0.9721,0.9973,0.97435,0.94375,0.99775,0.8911,0.6476500000000001,0.99415,0.9883,0.99865,0.9937,0.99235,0.9973,0.99775,0.9343,0.99775,0.99865,0.99775,0.95635,0.99055,0.99775,0.99505,0.99865,0.99595,0.9838,0.99775,0.99595,0.99865,0.99865,0.991,0.99775,0.9964,0.99865,0.99685,0.99595,0.9982,0.99865,0.9955,0.9046,0.9694,0.9973,0.9982,0.9757,0.84565,0.98515,0.99685,0.9739,0.9109,0.9973
0.9793,0.95455,0.98605,0.7525,0.94645,0,0,0.96445,0.99685,0.92935,0.9973,0.8092,0.7637499999999999,0.85555,0.9874,0.8848,0.99055,0.99505,0.9703,0.9586,0.99505,0.94465,0.94015,0.43389999999999995,0.99415,0.9757,0.95725,0.9586,0.98875,0.98785,0.9883,0.9892,0.99145,0.99415,0.96265,0.98515,0.9784,0.99055,0.9721,0.97975,0.9676,0.9712,0.9829,0.99505,0,0.6814,0.99235,0.9865,0.99235,0.9091,0.98155,0.98785,0.98425,0.99325,0.99325,0.991,0.96355,0.94015,0.98965,0.97975,0.9739,0.97165,0.90055,0.98515,0.99325,0.9856,0.94195,0.99055,0.7237,0.98335,0.98425,0.9523,0.92305,0.98785,0.98515,0.244,0.9793,0.98605,0.9964,0.98425
0,0.36954999999999993,0,0.69985,0,0,0.8398,0,0.5239,0.19269999999999998,0,0.14544999999999997,0.29889999999999994,0.35830000000000006,0.4303,0.5509,0.7002999999999999,0.44604999999999995,0.2336499999999999,0,0.61705,0,0,0.4213,0,0.18099999999999994,0.7605999999999999,0.7975,0,0.6233500000000001,0.93655,0.8514999999999999,0.92305,0.865,0.41859999999999997,0.23634999999999995,0.93115,0,0.7515999999999999,0.26425,0.7732,0.57925,0,0.41905000000000003,0.28359999999999996,0.29125,0.91,0.32230000000000003,0.85465,0.85375,0.2629,0.85015,0.6562,0.5158,0.83485,0.7957,0.87535,0.73405,0.7984,0.63235,0.9343,0.94735,0.53965,0.93655,0.50275,0.9136,0.82,0.4357,0.8335,0.6904,0.89245,0.85825,0.5653,0.8722,0.85555,0.97705,0.71515,0.46585,0.7885,0.9154
0.7394499999999999,0,0,0.3888999999999999,0.7228,0.33219999999999994,0,0,0.20889999999999997,0.47304999999999997,0.22240000000000004,0.58735,0.29035,0.1522,0.2017,0,0.86905,0.33940000000000003,0.90235,0.3439,0,0.5211999999999999,0.7421500000000001,0,0,0.66655,0.35514999999999997,0,0.5698000000000001,0.80335,0,0.6589,0.74395,0.6526,0.63775,0.47440000000000004,0.6742,0,0.57205,0.09999999999999998,0.8402499999999999,0.6904,0.757,0.91855,0.9082,0.81775,0.40779999999999994,0.42715000000000003,0.6733,0.85825,0.76105,0.76465,0.8335,0.7921,0.50185,0.8623000000000001,0.93835,0.73405,0.95455,0.67825,0.622,0.73855,0.91315,0.8407,0.92845,0.7732,0.95455,0.9541,0.9064,0.93025,0.9001,0.8497,0.7732,0.9279999999999999,0.9109,0.89155,0.892,0.8677,0.9271,0.8956
